
//******************* DE: GERMAN 1'324'999  characters analyzed *****************************
de, e, 16.8171
de, n, 10.2434
de, i, 7.72212
de, s, 7.29593
de, r, 7.06393
de, a, 5.98061
de, t, 5.70514
de, d, 5.33608
de, h, 5.06763
de, u, 4.51932
de, l, 3.76295
de, c, 3.04679
de, g, 2.99827
de, o, 2.66325
de, m, 2.48823
de, b, 1.88068
de, w, 1.74694
de, f, 1.53713
de, k, 1.37072
de, z, 1.09253
de, v, 0.685284
de, p, 0.670868
de, j, 0.208227
de, y, 0.064
de, x, 0.0192453
de, q, 0.0136604

de, en, 4.66517
de, er, 4.33772
de, ch, 3.49458
de, de, 2.72435
de, te, 2.27153
de, ei, 2.23191
de, ie, 2.22596
de, in, 2.171
de, un, 1.87154
de, ge, 1.79723
de, nd, 1.76049
de, st, 1.37073
de, he, 1.33176
de, es, 1.3207
de, ic, 1.30135
de, be, 1.2901
de, ne, 1.26769
de, se, 1.24732
de, an, 1.21189
de, sc, 1.1266
de, di, 1.08624
de, au, 1.05472
de, re, 0.991104
de, le, 0.915029
de, si, 0.856625
de, ss, 0.855602
de, da, 0.823517
de, as, 0.805103
de, is, 0.796268
de, ng, 0.795524
de, al, 0.782969
de, ar, 0.735725
de, it, 0.734237
de, el, 0.728006
de, ha, 0.716939
de, li, 0.710057
de, ht, 0.691457
de, we, 0.615383
de, me, 0.612686
de, on, 0.609431
de, wi, 0.593714
de, us, 0.593342
de, ll, 0.592784
de, ra, 0.583391
de, ur, 0.567022
de, wa, 0.563767
de, nn, 0.536611
de, zu, 0.525637
de, ns, 0.512059
de, or, 0.51178
de, hr, 0.507874
de, em, 0.505642
de, at, 0.500155
de, so, 0.491506
de, ni, 0.486112
de, nt, 0.47923
de, ig, 0.475324
de, ri, 0.460351
de, rt, 0.451051
de, et, 0.442867
de, vo, 0.429568
de, eh, 0.421942
de, ti, 0.420268
de, ma, 0.417013
de, lt, 0.414409
de, la, 0.405946
de, hi, 0.397948
de, ab, 0.397669
de, ol, 0.395902
de, ac, 0.387811
de, mi, 0.379441
de, uf, 0.37414
de, na, 0.372838
de, rs, 0.370048
de, ke, 0.368839
de, ta, 0.361213
de, sa, 0.347635
de, ag, 0.336754
de, eg, 0.335731
de, ru, 0.33322
de, tt, 0.32299
de, rd, 0.319084
de, ih, 0.313504
de, uc, 0.30997
de, ro, 0.309784
de, ir, 0.309598
de, eb, 0.306808
de, fe, 0.302902
de, ve, 0.300949
de, ze, 0.296485
de, os, 0.291091
de, um, 0.289975
de, il, 0.286813
de, ah, 0.286348
de, tr, 0.282535
de, ko, 0.28021
de, hl, 0.280117
de, ed, 0.270259
de, mm, 0.268492
de, du, 0.26626
de, eu, 0.264028
de, ls, 0.262447
de, gt, 0.262168
de, nu, 0.261424
de, am, 0.256402
de, ut, 0.252403
de, fr, 0.249985
de, hn, 0.249334
de, ho, 0.248125
de, rn, 0.247567
de, ts, 0.237616
de, ka, 0.237337
de, wo, 0.230548
de, ck, 0.230362
de, oc, 0.229525
de, im, 0.223015
de, lo, 0.222829
de, tz, 0.216226
de, ub, 0.215668
de, ga, 0.200881
de, nz, 0.199393
de, tu, 0.197068
de, ft, 0.194743
de, gr, 0.192697
de, fu, 0.191488
de, om, 0.178095
de, mu, 0.177072
de, lu, 0.173724
de, fa, 0.16368
de, ba, 0.160425
de, pr, 0.159495
de, rk, 0.158844
de, oh, 0.157635
de, kl, 0.155031
de, rg, 0.154845
de, ef, 0.152799
de, hm, 0.151869
de, sp, 0.151683
de, af, 0.150381
de, gl, 0.147312
de, uh, 0.146475
de, hu, 0.145545
de, ew, 0.142104
de, nk, 0.141918
de, no, 0.140895
de, bl, 0.139593
de, gi, 0.139035
de, kt, 0.13857
de, wu, 0.137361
de, th, 0.137175
de, ld, 0.133641
de, rm, 0.132804
de, rb, 0.130851
de, br, 0.1302
de, bi, 0.129549
